uniprot_id	ec_number	protein_name	organism	score
A0A938T1I8_9BACT	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Nitrospira sp	50
A0A0B9AB87_9SPHN	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Novosphingobium subterraneum	50
A0A2U8E3G5_9BACT	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Ereboglobus luteus	50
TRPA_JANMA	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	50
A0A0P8Y9P1_9CLOT	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Oxobacter pfennigii	50
A0A1H2QKE3_9RHOB	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Paracoccus sanguinis	50
A0A525JBT4_9CAUL	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Phenylobacterium sp	50
A0A2T4ZHJ7_9HYPH	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Phreatobacter oligotrophus	50
TRPA_ERYLH	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Erythrobacter litoralis (strain HTCC2594)	-50
A0A3B9U8U6_9BACT	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Prevotella sp	50
A0A8B3FH33_9ACTN	EC:4.2.1.20	tryptophan synthase (EC 4.2.1.20)	Propionibacterium australiense	50
A0A935MGM2_9RHOO	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Propionivibrio sp	50
A0A973TCA6_9MICC	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Pseudarthrobacter sp	50
A0A3D5EH45_PSEAS	EC:4.2.1.20	tryptophan synthase (EC 4.2.1.20)	Pseudoalteromonas sp	50
TRPB_PSESH	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Pseudomonas savastanoi pv. phaseolicola (Pseudomonas syringae pv. phaseolicola)	50
A0A368Y3H0_9BURK	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Pseudorhodoferax soli	50
A0A940RUE7_9GAMM	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Pseudoxanthomonas sp	50
A0A223GN89_9RALS	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Ralstonia pseudosolanacearum	50
A0A9D9RDK8_9BACT	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Sediminibacterium sp	50
TRPB_SHEHH	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Shewanella halifaxensis (strain HAW-EB4)	-50
A0A8J7X1N5_9GAMM	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Silanimonas sp	50
A0A4V2SK42_9BURK	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Simplicispira metamorpha	50
A0A354H3C6_9BACT	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Smithella sp	50
A0A2W6WDE2_9SPHN	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Sphingobium sp	50
A0A4U1L2E3_9SPHN	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Sphingomonas baiyangensis	50
A0A952EEQ9_9SPHN	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Sphingopyxis sp	50
TRPB_STAAE	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Staphylococcus aureus (strain Newman)	50
TRPB_STRZJ	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Streptococcus pneumoniae (strain JJA)	50
TRPA_SYNAS	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Syntrophus aciditrophicus (strain SB)	50
A0A554WUR3_9BURK	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Tepidimonas sediminis	50
A0A9D7J3Z3_9ACTN	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Tessaracoccus sp	50
A0A0L6VYK9_9FIRM	EC:4.2.1.20	Tryptophan synthase alpha chain (EC 4.2.1.20)	Thermincola ferriacetica	50
A0A9D6C982_9PROT	EC:4.2.1.20	Tryptophan synthase beta chain (EC 4.2.1.20)	Thiobacillus sp	50
A0A519GR09_9BURK	EC:4.2.1.20	tryptophan synthase (EC 4.2.1.20)	Variovorax sp	50
A0A7W9A151_9CAUL	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Brevundimonas halotolerans	50
A0A6N4XYD7_9FLAO	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Chryseobacterium fistulae	50
A0AAX2IZK9_LEGPN	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Legionella pneumophila subsp. pascullei	50
A0A7W7GPA2_9MICC	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Micrococcus cohnii	50
A0A5B1BW26_MYCSI	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Mycobacterium simiae (Mycobacterium habana)	50
A0A163SFB8_9CELL	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Oerskovia enterophila	50
A0A840A357_9CAUL	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Phenylobacterium haematophilum	50
A0A024H0F8_9MICC	EC:4.2.1.22	Cystathionine beta-synthase (EC 4.2.1.22)	Pseudarthrobacter siccitolerans	50
A0A1F2PMU3_9FIRM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Acetobacterium wieringae	50
A0A5N7ZRW7_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Achromobacter sp	50
A0A963Z4X3_9PROT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Acidisoma cellulosilyticum	50
A0A519MFH5_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Acidovorax sp	50
A0A380W711_AFIFE	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Afipia felis (Cat scratch disease bacillus)	50
A0A0D0HRT9_9BACI	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Anoxybacillus ayderensis	50
A0A974SRG8_9RHOO	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Azospira restricta	50
HEM2_MYCLE	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	Mycobacterium leprae (strain TN)	50
M1T0M3_9PROT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	beta proteobacterium CB	50
A0A2V3VD40_9SPHN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Blastomonas natatoria	50
A0A291GM06_9MICO	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Brachybacterium vulturis	50
A0A9E3L3P4_BRASZ	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Bradyrhizobium sp	50
A0A7C6XJQ5_9MICO	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Brevibacterium sp	50
A0A519HHH2_9CAUL	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24) (Porphobilinogen synthase)	Brevundimonas sp	50
A0A949NLQ3_9FIRM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Desulforudis sp	50
A0A258CSM3_CAUVI	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24) (Porphobilinogen synthase)	Caulobacter vibrioides (Caulobacter crescentus)	50
A0A3G6RV11_CHRLC	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Chryseobacterium lactis	50
A0A0G3HA84_9CORY	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Corynebacterium uterequi	50
A0A239W4E0_9ACTN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Cutibacterium granulosum	50
A0A7L6AB22_9RHOO	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Dechloromonas sp	50
A0A923A440_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Desulfobacterium sp	50
A0A432QKA5_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Desulfobulbus sp	50
A0A3D5BR03_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24) (Porphobilinogen synthase)	Desulfomicrobium sp	50
A0A0J1FU78_9FIRM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Desulfosporosinus acididurans	50
A0A7C6R0Y4_9FIRM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Desulfotomaculum sp	50
A0A353D868_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Desulfovibrio sp	50
A0A1T4LFG3_9HYPH	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Enhydrobacter aerosaccus	50
A0A940LGI1_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Flavisolibacter sp	50
A0A7Y3NK47_9PROT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Gallionella sp	50
A0A8J8HR24_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24) (Porphobilinogen synthase)	Geothrix sp	50
A0A354XF94_HALSX	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Halomonas sp	50
A0A2E7P5Q4_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Herbaspirillum sp	50
A0A8I1QTY8_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Hydrogenophaga sp	50
A0A354EX32_9GAMM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Legionella sp	50
A0A2P5LGU9_9HYPH	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Methylocystis sp	50
A0AAP3EPS2_MICLU	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Micrococcus luteus (Micrococcus lysodeikticus)	50
HEM2_MYCLE	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	Mycobacterium leprae (strain TN)	50
A0A2T5B8N5_MYCDI	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24) (Porphobilinogen synthase)	Mycoplana dimorpha	50
A0AAW5AQ72_9NEIS	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Neisseria lisongii	50
A0A532DL36_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Nitrospira sp	50
A0A963W6C2_9SPHN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Novosphingobium sp	50
A0A4Q1KWA0_9CELL	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Oerskovia turbata	50
A0A2U8E4I5_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Ereboglobus luteus	50
A0A3D3PLT0_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24) (Porphobilinogen synthase)	Oxalobacteraceae bacterium	50
A0A0N8NT21_9CLOT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Oxobacter pfennigii	50
A0A2D8WYK3_PARSX	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Paracoccus sp	50
A0A525J5J8_9CAUL	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Phenylobacterium sp	50
A0A2T4ZHW4_9HYPH	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Phreatobacter oligotrophus	50
A0A192D2H4_9SPHN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Erythrobacter neustonensis	50
HEM2_PROFF	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	Propionibacterium freudenreichii subsp. freudenreichii	50
A0A935JGY9_9RHOO	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Propionivibrio sp	50
A0A973TC55_9MICC	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Pseudarthrobacter sp	50
A0A8H9W4Z6_PSEAS	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Pseudoalteromonas sp	50
A0A2A3MIK5_9PSED	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Pseudomonas abyssi	50
A0A368XT75_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Pseudorhodoferax soli	50
A0A4Q1JW27_9GAMM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Pseudoxanthomonas composti	50
A0A454TJR1_9RALS	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Ralstonia pseudosolanacearum	50
A0A1T4K4Z6_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Sediminibacterium ginsengisoli	50
A0A9D5UGI2_9GAMM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Shewanella sp	50
A0A8J7WXZ0_9GAMM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Silanimonas sp	50
A0A398C3H9_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Simplicispira hankyongi	50
A0A847ZAT4_9BACT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Smithella sp	50
A0A2W6Y7X5_9SPHN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Sphingobium sp	50
A0A520ITP3_SPHSX	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Sphingomonas sp	50
A0A952EI50_9SPHN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Sphingopyxis sp	50
HEM2_STAAU	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	Staphylococcus aureus	50
A0A554WQU0_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Tepidimonas sediminis	50
A0A9D7J3X9_9ACTN	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Tessaracoccus sp	50
A0A0L6W678_9FIRM	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Thermincola ferriacetica	50
A0A8I1N2E9_9PROT	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Thiobacillus sp	50
A0A2E9BYN3_9BURK	EC:4.2.1.24	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Variovorax sp	50
A0A7W8KN69_9BURK	EC:4.2.1.25	Dihydroxy-acid dehydratase/L-arabonate dehydrase (EC 4.2.1.25, EC 4.2.1.9)	Herbaspirillum sp. SJZ102	-50
A0A1F2PGS5_9FIRM	EC:4.2.1.28	Diol dehydratase small subunit (EC 4.2.1.28)	Acetobacterium wieringae	50
A0A351HTW8_9FIRM	EC:4.2.1.3	Aconitate hydratase (EC 4.2.1.3)	Acetobacterium sp	50
A0A0M7Q5P2_9BURK	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Achromobacter sp	50
A0A963YQ53_9PROT	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Acidisoma silvae	50
A0A8I2APQ4_9BURK	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Acidovorax sp	50
A0A4U6BQT6_9BRAD	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Afipia massiliensis	50
A0A160F5X7_9BACI	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Anoxybacillus amylolyticus	50
A0A974PVG0_9RHOO	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Azospira restricta	50
A0A380WCK2_AFIFE	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Afipia felis (Cat scratch disease bacillus)	50
M1T3B7_9PROT	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	beta proteobacterium CB	50
A0A2V3V5Q8_9SPHN	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Blastomonas natatoria	50
A0A220UFL9_9MICO	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Brachybacterium avium	50
A0A9E3L623_BRASZ	EC:4.2.1.3	Aconitate hydratase A (EC 4.2.1.3) (EC 4.2.1.99) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (Iron-responsive protein-like) (Probable 2-methyl-cis-aconitate hydratase) (RNA-binding protein)	Bradyrhizobium sp	50
A0A1X6XEM8_9MICO	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Brevibacterium yomogidense	50
A0A358J0P3_9CAUL	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Brevundimonas sp	50
A0A290MXJ4_CAUVI	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Caulobacter vibrioides (Caulobacter crescentus)	50
A0A3G6RQN7_CHRLC	EC:4.2.1.3	aconitate hydratase (EC 4.2.1.3) (Citrate hydro-lyase)	Chryseobacterium lactis	50
A0AAN0WBR5_HEYCO	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Heyndrickxia coagulans (Weizmannia coagulans)	50
A0A7H0KCC1_9CORY	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Corynebacterium wankanglinii	50
A0A239WMB5_9ACTN	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Cutibacterium granulosum	50
A0A7L6A759_9RHOO	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Dechloromonas sp	50
A0A922ZW21_9BACT	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Desulfobacterium sp	50
A0A7T5VCG2_9BACT	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Desulfobulbus oligotrophicus	50
A0A949KWV8_9BACT	EC:4.2.1.3	Aconitate hydratase (EC 4.2.1.3)	Desulfomicrobium sp	50
A0A525C9U7_9BACT	EC:4.2.1.3	Aconitate hydratase (EC 4.2.1.3)	Desulfovibrio sp	50
A0A1T4PPV7_9HYPH	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Enhydrobacter aerosaccus	50
A0A940LCQ6_9BACT	EC:4.2.1.3	aconitate hydratase (EC 4.2.1.3) (Citrate hydro-lyase)	Flavisolibacter sp	50
A0A3D2H861_9PROT	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Gallionella sp	50
A0A8J8HP04_9BACT	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Geothrix sp	50
A0A2D9LM67_HALSX	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Halomonas sp	50
A0A2E7P0M5_9BURK	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Herbaspirillum sp	50
A0A350SY08_9BURK	EC:4.2.1.3	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	Hydrogenophaga sp	50
A0A522F6G0_9GAMM	EC:4.2.1.3	Aconitate hydratase (Aconitase) (EC 4.2.1.3)	Legionella sp	50
